Latitude,Longitude,EA_CODE
-12.132980101720012,33.434108828670254,10510013
-12.12273209093621,33.418406361732245,10510011
-12.119887715616478,33.46956604576449,10510004
-12.120786131878665,33.436769093268545,10510005
-12.112102630253537,33.44411868765681,10510006
-12.104501152004469,33.40642201404959,10510010
-12.080487275688117,33.436970427428626,10510008
-12.096817841619803,33.45244994512148,10510007
-12.09843316710418,33.470032817805176,10510003
-12.076683421620366,33.47078623591916,10510002
-12.134872173346144,33.48004716229785,10510802
-12.145286711992245,33.47524252406832,10510806
-12.146018281161698,33.47006135415121,10510805
-12.141260535278699,33.469887972571286,10510804
-12.139247670338944,33.46917828666864,10510803
-12.175861247677963,33.485558069368366,10510018
-12.176044304023018,33.460672799549855,10510022
-12.028097432317505,33.77102238384081,10506906
-12.330820235047616,33.61002406735145,10506801
-12.371691968239347,33.64592473361105,10506913
-11.925553869380167,33.71852532248539,10506901
-12.02333244763465,33.712842597515404,10506014
-12.193635296708743,33.77527781029218,10506912
-12.039531813890394,33.578108029340264,10506908
-12.137382943027992,33.75437012530503,10506911
-11.913786989333486,33.766804693719386,10506905
-11.926826838668358,33.766402387173436,10506904
-11.933372127151621,33.765475786618424,10506902
-11.930213099493262,33.76008033610587,10506903
-12.053977855862438,33.68777921698062,10506907
-12.10384483985093,33.66432791298085,10506910
-12.087486089978249,33.60064909740489,10506909
-11.88674824886868,33.672355746377185,10506001
-11.92529370631201,33.679194567808686,10506007
-11.948213465004875,33.77510188941745,10506013
-11.960990428827952,33.760111133512126,10506012
-11.986595173482982,33.740443027620294,10506011
-11.891041316631071,33.637388029778045,10506002
-11.906723096735075,33.63326880691461,10506003
-11.917554759509796,33.61029397573173,10506004
-11.930924285440012,33.64648378207656,10506006
-11.940238178254985,33.616234444755406,10506005
-11.924780681277909,33.58743388475768,10506022
-11.942099668723396,33.59510530436344,10506021
-11.938061567546859,33.569143205583785,10506023
-11.960598573095295,33.562744456076935,10506024
-11.97847399969667,33.55036278140278,10506025
-11.997579040406931,33.56389438101436,10506026
-11.993271469729478,33.53428665481718,10506027
-12.007443278380915,33.5347188239556,10506028
-11.969625754715324,33.59022034899124,10506020
-11.997726680595099,33.60299013728523,10506019
-11.970473501326248,33.6268611306496,10506018
-11.954708039513864,33.66993870849528,10506008
-11.968798696225482,33.69832501756329,10506009
-11.978759442133693,33.72107563645147,10506010
-12.006045147089125,33.689295942511215,10506015
-11.979338800258027,33.6550082059526,10506016
-12.002762687464825,33.64740917616808,10506017
-12.079077311973888,33.55742011964026,10506035
-12.052347383762148,33.51575354390934,10506029
-12.086012987548193,33.50474646620776,10506030
-12.080204396511702,33.53197592101363,10506034
-12.093202685233436,33.64461506380925,10506047
-12.099077486110803,33.622058364899814,10506046
-12.111118509947511,33.60788298964133,10506045
-12.119348736887492,33.63861786311755,10506048
-12.134954060023428,33.627047677283294,10506049
-12.147941784677078,33.69041298096383,10506080
-12.171223430148384,33.704895239615155,10506081
-12.222503563332609,33.71821321417119,10506083
-12.190796285028872,33.7302818296687,10506082
-12.199577330581542,33.69952714999014,10506084
-12.249526099570346,33.72967709558178,10506112
-12.28098229137156,33.732721135785994,10506113
-12.180708480577383,33.67253222466292,10506079
-12.206687047599953,33.6767977606319,10506085
-12.265656429482673,33.68200841457692,10506087
-12.269237639973605,33.66038938222518,10506088
-12.115775438673356,33.49256177928482,10506031
-12.274252346624923,33.700504544888446,10506111
-12.308292067807916,33.716586327357085,10506114
-12.289630307819925,33.683604247536394,10506110
-12.23435033927767,33.68455562965005,10506086
-12.31176421736378,33.68432798328151,10506115
-12.356547597456967,33.64215552252365,10506118
-12.325361941065948,33.658549304063236,10506116
-12.344655626299563,33.6573396280432,10506117
-12.295261986573873,33.66537233302281,10506109
-12.319154555700994,33.61448400106554,10506104
-12.106989411616212,33.54220424656067,10506036
-12.131648479319898,33.58379096236485,10506044
-12.283023381618856,33.643025229412764,10506090
-12.331614042760124,33.62927950776067,10506105
-12.301612859205319,33.649180140560176,10506108
-12.31642469617582,33.63922808255816,10506106
-12.300599040665986,33.62400725007244,10506107
-12.32233395366768,33.599689269961765,10506103
-12.35648198412523,33.54337299422039,10506097
-12.358620121283245,33.54733764142644,10506098
-12.354029712102086,33.546629283969125,10506100
-12.354897379955203,33.550239769966375,10506099
-12.338803714245133,33.539050465952805,10506096
-12.349948268829069,33.55023193909666,10506101
-12.339106344993697,33.555082289127334,10506102
-12.278472289403327,33.523943562508904,10506061
-12.294675474653628,33.53086642777065,10506062
-12.31605131523507,33.5350074684581,10506095
-12.19980041843133,33.509498083814115,10506039
-12.175139013818953,33.5254431466227,10506041
-12.153695755624017,33.55625000195696,10506042
-12.16120470736988,33.51021136321765,10506038
-12.139625724190962,33.5309182325108,10506037
-12.136234938028341,33.5006310506168,10506032
-12.109606412090892,33.51829898663829,10506033
-12.17534931491661,33.61744341924549,10506051
-12.202476646842518,33.61448361112245,10506052
-12.176249511393967,33.64745143346332,10506078
-12.152111343906558,33.646950136103186,10506050
-12.160087838742578,33.59210729833019,10506043
-12.192970094203742,33.58921187709288,10506055
-12.229188842497981,33.525376744690796,10506059
-12.19735270459662,33.534524839568974,10506040
-12.187191403813504,33.56301834221115,10506056
-12.208670579955312,33.55494871140208,10506057
-12.225268548061885,33.55836932584455,10506058
-12.202174170574418,33.65008831618439,10506077
-12.2215658608854,33.65140749082605,10506076
-12.25352780368899,33.65727653041615,10506089
-12.230364323271564,33.63594784842179,10506075
-12.232644145817815,33.618996240502106,10506074
-12.224257681376137,33.59832805829076,10506053
-12.213239148755621,33.58301612487313,10506054
-12.250335261398174,33.62722251051124,10506072
-12.246948058907765,33.60706754806509,10506073
-12.265427490565457,33.62463627372592,10506071
-12.280304962768051,33.61539062901573,10506091
-12.29629221401464,33.605903719457814,10506092
-12.237765611639079,33.57814285638672,10506068
-12.253496907083516,33.59253804670095,10506069
-12.26986151729216,33.596679466496795,10506070
-12.258604730509926,33.52629458912202,10506060
-12.248786880536061,33.54900332436662,10506066
-12.25568841229895,33.57232636982964,10506067
-12.267221055293456,33.551577527383955,10506065
-12.316796496715584,33.58017987039095,10506093
-12.27928907615543,33.577906267445236,10506064
-12.311015012680123,33.557993711482936,10506094
-12.28697932900326,33.55485162600626,10506063
-11.358853847510927,33.87005117665838,10502803
-11.205043204015649,33.821005933326965,10502802
-11.463123433075793,33.63500879669841,10502822
-11.096308200696742,33.88336463176647,10502016
-11.031212636132127,33.84316213462309,10502010
-11.043033900173551,33.86742111524771,10502012
-11.135505792927782,33.85504551309885,10502054
-11.104198748634724,33.83279444843114,10502057
-11.359976033894737,33.880591640557235,10502813
-11.364044065186846,33.88318484894856,10502814
-11.368004342242578,33.8834672803958,10502816
-11.370284171710002,33.88488175274728,10502817
-11.376224625215578,33.89045333729646,10502819
-11.369694913305478,33.88814748137417,10502815
-11.37264903433572,33.883120146079854,10502818
-11.378999389495391,33.88250919079496,10502820
-11.37130376031272,33.87757660838598,10502806
-11.367696237647193,33.87965340654205,10502807
-11.372963716772126,33.86865694423546,10502805
-11.366430032832309,33.87492478862548,10502808
-11.364404998990269,33.87830574125547,10502809
-11.362137881843534,33.877046928431305,10502810
-11.358081145327574,33.87635819131318,10502812
-11.361987959656519,33.873928002877605,10502811
-11.362035447073135,33.86698454883591,10502804
-11.458180584431267,33.63237271335214,10502821
-11.199383281579246,33.8276306275702,10502801
-11.148394463507692,34.01816415177095,10502027
-11.158009572854175,33.87350123929827,10502048
-11.431906301475863,33.8644724447121,10502201
-11.381222294345031,33.8386261237098,10502168
-11.47733378130127,33.781017519818015,10502218
-11.296119163497666,33.8478299895277,10502119
-11.398448675608876,33.888976301582666,10502198
-11.400071891411807,33.90691637606258,10502193
-11.418110584364108,33.94206201712755,10502190
-11.375270375035281,33.919887561930224,10502182
-11.33455555177164,33.96121414585044,10502105
-11.280953871293004,33.9344861795163,10502115
-11.2801415888969,33.96764706930792,10502091
-11.266696838244991,33.8969198179738,10502087
-11.221087092586046,33.991094235362716,10502029
-11.198365803317737,33.99992831380098,10502028
-11.627134089658634,33.66598648207705,10502272
-11.565572542312294,33.61094853820602,10502264
-11.540780021218778,33.6484012507511,10502267
-11.467629479767218,33.717316943707786,10502244
-11.259366159954064,33.664947032925404,10502154
-11.27348194223802,33.67961496140756,10502155
-11.285626587997488,33.68241265229727,10502156
-11.31698767889023,33.68848112034037,10502158
-11.300729821823174,33.69226614583961,10502157
-11.335756505309472,33.69517043128589,10502159
-11.38536515512635,33.67837437106332,10502238
-11.393100087792584,33.63397177037811,10502255
-11.416354625159428,33.63023976288152,10502254
-11.400038959199783,33.60746932932864,10502256
-11.416974161064772,33.59878088502625,10502257
-11.444260616966597,33.62702557993139,10502252
-11.44977727568686,33.61555695813663,10502259
-11.433521860150899,33.59087067496749,10502258
-11.462623604038304,33.61155039609036,10502260
-11.479083680647681,33.60669176915253,10502261
-11.491065923107747,33.59263200462324,10502262
-11.517688684632235,33.594019723265426,10502263
-11.535624381966377,33.62035056484801,10502265
-11.495427985541994,33.63573848372853,10502249
-11.514804015430693,33.64096954096414,10502266
-11.599107803676382,33.64406076235744,10502271
-11.528586320066447,33.67303282668069,10502268
-11.564191389018314,33.67021705678042,10502269
-11.586844381588536,33.667512163608,10502270
-11.495890858363124,33.66463167959379,10502248
-11.500327061613811,33.68499651358324,10502247
-11.494225717725149,33.70223912045155,10502246
-11.478140559980394,33.696656845347526,10502245
-11.451512393246933,33.732103791887795,10502230
-11.446869345265648,33.713613189668884,10502231
-11.47704179383322,33.64382250007116,10502250
-11.463402460063248,33.67877015659644,10502243
-11.462378447324202,33.650558169828194,10502251
-11.430388345120491,33.71143029283335,10502233
-11.427429774248356,33.69621101217381,10502232
-11.438757116296092,33.67751518800233,10502242
-11.411980996782477,33.684421686676416,10502240
-11.433033056800422,33.63966875406217,10502253
-11.397446395065801,33.66490624091289,10502239
-11.427926403980438,33.65761696562027,10502241
-11.374434242960062,33.7037708549942,10502237
-11.357613688889737,33.688216240841115,10502160
-11.432464425882708,33.73209178716993,10502234
-11.416987633970098,33.7271901952558,10502235
-11.403953366442728,33.734950909218774,10502236
-11.420008943770203,33.750122000963124,10502224
-11.392368904774376,33.76955824699758,10502223
-11.378560910704758,33.7664528534501,10502164
-11.385243375114532,33.74888199400781,10502163
-11.347868230766942,33.78339001634144,10502166
-11.362742515701923,33.7859204583553,10502165
-11.361301620212354,33.74170382651037,10502162
-11.32046790098129,33.722071879842225,10502161
-11.27037820828592,33.70853411477266,10502132
-11.170853356508328,33.65916157992781,10502148
-11.203956423618598,33.66604058734424,10502150
-11.215466018356413,33.65712648841272,10502149
-11.225759761931133,33.67693839365319,10502152
-11.247632476789212,33.68932794423435,10502153
-11.323788744732903,33.81489476729395,10502173
-11.283077441878994,33.82635748078485,10502121
-11.348603669143754,33.85914015561488,10502170
-11.384446196625131,33.86038682199645,10502169
-11.324276184392373,33.8714315964722,10502177
-11.316210232021367,33.82979854756435,10502175
-11.323026259638693,33.851360616790274,10502176
-11.274205120274171,33.84298201626127,10502120
-11.278756618978791,33.86946381973841,10502118
-11.254402375920044,33.86464030682097,10502085
-11.245113270677395,33.85467370812916,10502079
-11.247073451825129,33.84037000891341,10502078
-11.183902307714982,33.86383300699924,10502050
-11.210234028034275,33.874370898069,10502083
-11.228135509755814,33.85158811255163,10502080
-11.177442882662506,33.849789925972296,10502051
-11.199110568486118,33.84174725033607,10502074
-11.215523765961777,33.86841911965837,10502082
-11.208313999906718,33.85423298710631,10502081
-11.163118829336439,33.84616954463722,10502052
-11.09496515211963,33.86362101880503,10502015
-11.116606894105319,33.857017839352345,10502055
-11.041002030609652,33.901051345907696,10502013
-11.065067531088365,33.885704824623375,10502014
-11.061696189251888,33.85674311980472,10502011
-11.030681333012346,33.789793871419874,10502004
-11.186547824424197,33.828049089585534,10502073
-11.125391861525491,33.816485095648716,10502056
-11.14996058238178,33.827085536205225,10502053
-11.078247345338484,33.79852632539534,10502007
-11.104392349584733,33.80202073204906,10502058
-11.056900135486446,33.79998955780405,10502006
-11.043690397814098,33.80859938062611,10502005
-11.050626853262719,33.82957726946999,10502009
-11.078059718806404,33.82980108784949,10502008
-11.175584760964565,33.87088619743616,10502049
-11.125697892347382,33.87190740017044,10502017
-11.12420469034462,33.882987320175005,10502018
-11.142570628162936,33.87897968891652,10502047
-11.424635095374118,33.90464579823347,10502194
-11.423461317297267,33.91996059304151,10502191
-11.396832670436286,33.92822657338475,10502188
-11.40941123364554,33.92268850639852,10502192
-11.371162819795874,33.96745388143204,10502103
-11.375547936334188,33.90023033940752,10502181
-11.379306410756302,33.93847159934261,10502186
-11.385939364167202,33.956817473318374,10502187
-11.426589039088391,33.88907067580057,10502195
-11.413658261482665,33.89673818075501,10502196
-11.387838150085209,33.881137271140275,10502199
-11.399768317396935,33.8704975946347,10502200
-11.4122323718421,33.875183968031735,10502197
-11.47479332142157,33.82593639371349,10502217
-11.459664190238199,33.84642098657632,10502202
-11.436676889003843,33.84996643374911,10502203
-11.313582522478002,34.028000049755136,10502097
-11.3287721455492,34.01990014931846,10502098
-11.370322837354664,34.03521077900801,10502101
-11.356539506215684,34.024887162530455,10502100
-11.348796921773912,33.82392934745936,10502172
-11.36166703712485,33.80797041247607,10502167
-11.331153308846927,33.83368995940943,10502174
-11.47510971916688,33.80767585447236,10502216
-11.436662235660487,33.83448813856966,10502204
-11.453542992401031,33.81665687384458,10502214
-11.451837201853442,33.828610584250136,10502215
-11.435829347126715,33.80634769022649,10502213
-11.412756331987747,33.848039631715864,10502205
-11.422908479368214,33.809060134040756,10502207
-11.42050228823706,33.8295989417248,10502206
-11.407900888446912,33.7943188766867,10502211
-11.381441800563763,33.8078737906683,10502209
-11.388601506698784,33.790682583193544,10502210
-11.4011987758846,33.81956474802147,10502208
-11.354823006588733,33.84456691443659,10502171
-11.355951539500165,33.88902802797218,10502180
-11.340243222468365,33.890472714884915,10502179
-11.348574368218408,33.90872993583741,10502183
-11.343700469710672,33.930376194132066,10502184
-11.337159169469249,34.00640873852625,10502099
-11.355991278091347,33.995308117076924,10502102
-11.32259362339875,33.983596920895216,10502108
-11.338351797064027,33.989819424816275,10502107
-11.358675733429413,33.94566640695221,10502185
-11.3591635371517,33.97484720579678,10502106
-11.349176301134875,33.96434968986475,10502104
-11.315300147576917,33.960086434523525,10502109
-11.308922339870644,33.93850442794366,10502110
-11.30627350673891,33.88320287522003,10502178
-11.321840398515787,33.89688392010104,10502112
-11.316822534861908,33.915458414289375,10502111
-11.300240719433246,33.896572012205475,10502113
-11.276788734649923,33.88685152216295,10502117
-11.274446207940532,33.909759271069284,10502116
-11.288750673927254,33.911241726489386,10502114
-11.26327158563597,33.9365142436864,10502089
-11.290707516244108,34.03241275820807,10502096
-11.288713363434631,34.01819991952101,10502095
-11.288418677887583,34.002089015467554,10502093
-11.306082818736622,34.00081816556755,10502094
-11.283839038139474,33.98705106592563,10502092
-11.268144071746033,33.95827947603271,10502090
-11.248683632398379,33.8925533222771,10502086
-11.250055956354077,33.9160267831775,10502088
-11.20435032425894,33.930694608502684,10502035
-11.227866240862706,33.92936957124027,10502032
-11.21034646325814,33.95620314677016,10502033
-11.236745337833662,33.879308157015195,10502084
-11.209498739228977,33.910825458404965,10502036
-11.238620333855055,33.9572361562307,10502031
-11.241849538134465,33.996021382265056,10502030
-11.19439590715162,33.899766914994586,10502039
-11.188588716484231,33.90422707979863,10502040
-11.127284343163156,33.903901272695656,10502019
-11.108664466638368,33.90138986600957,10502020
-11.190867418777406,33.96369547649233,10502034
-11.134577417247737,33.99110371936117,10502026
-11.177332661721952,33.885989646390094,10502044
-11.162240582010897,33.892026330512415,10502045
-11.147652957076309,33.89780854106096,10502046
-11.189978994337173,33.93409211371177,10502041
-11.168155112991023,33.90915947339405,10502043
-11.178139029309115,33.928683407357674,10502042
-11.155940885938673,33.939972874216004,10502024
-11.139517135941501,33.92459106744439,10502023
-11.111388503916944,33.93013748687518,10502021
-11.127190865739205,33.93639534477457,10502022
-11.1211433855709,33.966744284564406,10502025
-11.110136948848043,33.70606349842616,10502141
-11.203485134473475,33.69158236935781,10502151
-11.1439280175237,33.67626813705851,10502146
-11.130140549752978,33.69652795430832,10502142
-11.171155261357695,33.6947849252994,10502145
-11.168403889908754,33.673391866596155,10502147
-11.045348819655745,33.746764382552065,10502001
-11.05066399415706,33.775864915276046,10502003
-11.071899153512005,33.76041576584596,10502002
-11.115098315644126,33.78571965116104,10502059
-11.093060720211456,33.738110491355926,10502061
-11.091281072521868,33.78064213592067,10502060
-11.10451162014083,33.7631220655808,10502063
-11.301488568307526,33.75928363571405,10502130
-11.28253732708579,33.74250636931468,10502131
-11.272424999880329,33.77066374211956,10502127
-11.248007023811576,33.783663090791435,10502124
-11.224765725723705,33.787581491121,10502071
-11.26420005901439,33.76650092246301,10502126
-11.230351673181602,33.76617698806528,10502070
-11.20384508043207,33.770948867187705,10502069
-11.197793944916148,33.80473508146088,10502072
-11.178399156973606,33.794865690845015,10502068
-11.297241938058626,33.7745975284404,10502129
-11.283162601735283,33.778543466512716,10502128
-11.272520677530085,33.79407512157245,10502122
-11.254763178796104,33.80163405631901,10502123
-11.238746177387677,33.80782119431885,10502076
-11.22857584437052,33.82560207581302,10502077
-11.219089613635939,33.813624106399885,10502075
-11.258017580803855,33.73469337227965,10502133
-11.238105653399412,33.72461989165513,10502134
-11.246786343434676,33.754913799982084,10502125
-11.11662408807692,33.73843958636831,10502062
-11.14881559060228,33.795521808389665,10502067
-11.163553090382644,33.76715882387323,10502066
-11.128986638093268,33.767680158203014,10502064
-11.141926920879866,33.776523596986586,10502065
-11.215867510789764,33.71097081507441,10502136
-11.153102479384762,33.70705828818683,10502143
-11.221275777955778,33.73370326752537,10502135
-11.192540238988517,33.750873145918526,10502138
-11.202073395795441,33.72424658488325,10502137
-11.182816688697464,33.71351728558323,10502144
-11.170003304461531,33.73057546960927,10502139
-11.143915254137935,33.737481570731525,10502140
-11.203894977863483,33.88964153556549,10502038
-11.222056051641296,33.89524970271346,10502037
-11.417941326528044,33.769111909407556,10502222
-11.414413454943015,33.781037033013284,10502212
-11.43563214205318,33.77020502433272,10502221
-11.450388139443383,33.764575398737215,10502226
-11.449166351506527,33.75343845728743,10502225
-11.485041153745332,33.7544427499359,10502228
-11.462327356334631,33.745879062386074,10502229
-11.445617146791543,33.78685299143781,10502220
-11.459847026718338,33.8002522089422,10502219
-11.462979889273257,33.77172455105887,10502227
-11.281421321403243,33.613954806317075,10509802
-11.07755866622566,33.646666732870415,10509001
-11.3007576765507,33.41554268699299,10509079
-11.292060844541796,33.37504680558499,10509078
-11.275472145111205,33.361241297606995,10509077
-11.271301417275094,33.40636664387018,10509075
-11.271056776825478,33.42826728074443,10509074
-11.287696933392667,33.42236758525206,10509080
-11.268628711581934,33.379801644653405,10509076
-11.252442747472656,33.3890867074174,10509073
-11.257107522458892,33.43270736730702,10509070
-11.228388032085867,33.393601539745646,10509072
-11.230611107135248,33.41632974620817,10509071
-11.246395966695369,33.43747157849202,10509069
-11.232177429045693,33.4412419188205,10509067
-11.22081397852012,33.457142707061585,10509066
-11.212262880257576,33.40462709598278,10509063
-11.19650789758326,33.403291862993605,10509062
-11.180121478762437,33.4116777092308,10509061
-11.171899101619031,33.42543169674423,10509060
-11.197088958279661,33.422735020880154,10509064
-11.212597296829518,33.439924280345394,10509065
-11.202660453757012,33.460776922311815,10509058
-11.194139667300655,33.44191127333964,10509059
-11.306840098458796,33.44269171090959,10509081
-11.309351239522607,33.457660560977786,10509082
-11.29099643363236,33.45453876569,10509083
-11.315022489432144,33.474929461344274,10509119
-11.312894932204193,33.49021879156823,10509118
-11.334781524760402,33.4924596121456,10509121
-11.323903756759673,33.49646119440539,10509120
-11.298899321969762,33.485461068508286,10509117
-11.267579610057476,33.46015833468312,10509085
-11.283810275561173,33.467511452476266,10509084
-11.286752911775428,33.491644999196744,10509088
-11.265745771363221,33.47411352356956,10509086
-11.264174369192437,33.48866296042048,10509087
-11.328620017020363,33.51242732363519,10509123
-11.306394056349692,33.51146616141848,10509116
-11.3425458653394,33.507092402007615,10509122
-11.334185569634748,33.5270280158088,10509124
-11.355154944904934,33.52019004872206,10509125
-11.370088109335377,33.537550616984845,10509126
-11.352246748759082,33.54458642660827,10509128
-11.388364707223813,33.56680130146125,10509152
-11.380471397029387,33.5524475275213,10509151
-11.3730733820724,33.601551983341444,10509145
-11.36851617205725,33.573651735010486,10509150
-11.355646407571177,33.580492143267826,10509148
-11.38351608234072,33.59102179498837,10509149
-11.349930091653087,33.59334716383743,10509147
-11.359619888149888,33.560123007727405,10509127
-11.326958901847181,33.54632570506284,10509129
-11.333309309140692,33.56936442383115,10509131
-11.329226685766299,33.558623373665185,10509130
-11.323896056779368,33.57852194130153,10509132
-11.313576034993702,33.53151046428896,10509115
-11.303141322578622,33.53765889321276,10509114
-11.280846130362832,33.50908789207624,10509089
-11.263814886046871,33.51039809125302,10509090
-11.24565100325728,33.46086319533313,10509068
-11.240766130268472,33.476676640226685,10509054
-11.248143141029916,33.49384940138392,10509053
-11.246730214008252,33.50870715201131,10509052
-11.221680475588656,33.50317104177571,10509050
-11.228776454104686,33.47934754981623,10509055
-11.221767390288024,33.48898662713175,10509056
-11.214161444252742,33.47629859339368,10509057
-11.196879208201974,33.49330293501033,10509049
-11.28518892959862,33.549344488719825,10509094
-11.284477241213802,33.53045070036292,10509093
